,price.open,price.high,price.low,price.close,volume,price.adjusted,ref.date,ticker,ret.adjusted.prices,ret.closing.prices
36,70.669998,70.830002,69.910004,70.129997,2452900,68.292686,6/20/2018,TSN,-0.009463336,-0.009463361
37,70.150002,70.32,68.959999,69.269997,1841900,67.455215,6/21/2018,TSN,-0.012262968,-0.012262941
38,69.519997,69.93,69.080002,69.379997,1726000,67.562347,6/22/2018,TSN,0.001588194,0.001587989
39,69.620003,70.190002,69.169998,69.830002,1524200,68.000557,6/25/2018,TSN,0.006486009,0.006486091
40,69.900002,70.82,69.410004,70.470001,2159800,68.623787,6/26/2018,TSN,0.009165072,0.009165101
41,70.400002,70.720001,69.199997,69.279999,1857300,67.464958,6/27/2018,TSN,-0.016886696,-0.016886647
42,69.160004,69.970001,69,69.260002,1728000,67.445488,6/28/2018,TSN,-0.000288594,-0.00028864
43,69.190002,69.529999,68.18,68.849998,2534100,67.046219,6/29/2018,TSN,-0.005919877,-0.00591978
44,68.389999,68.809998,65.879997,66.419998,3067800,64.679893,7/2/2018,TSN,-0.035293951,-0.035294119
45,66.620003,67.290001,66.32,66.830002,1544900,65.079147,7/3/2018,TSN,0.006172768,0.0061729
46,67.169998,67.400002,66.459999,67.290001,1653700,65.527092,7/5/2018,TSN,0.00688308,0.006883121
47,67.43,67.660004,66.849998,67.010002,1897400,65.25444,7/6/2018,TSN,-0.004160905,-0.004161079
48,66.860001,67.239998,66.190002,66.629997,3909400,64.884384,7/9/2018,TSN,-0.00567097,-0.00567087
49,66.75,67.209999,66.389999,66.669998,2551500,64.92334,7/10/2018,TSN,0.000600391,0.000600345
50,66.779999,67.360001,65.919998,66,1484800,64.270897,7/11/2018,TSN,-0.010049437,-0.010049468
51,66,66.379997,65.699997,65.959999,1968100,64.231941,7/12/2018,TSN,-0.000606122,-0.000606076
52,65.980003,66.690002,65.980003,66.300003,1110400,64.563034,7/13/2018,TSN,0.005154647,0.0051547
53,66.400002,66.610001,65.720001,65.860001,1292300,64.13456,7/16/2018,TSN,-0.006636522,-0.006636531
54,65.75,65.959999,65.370003,65.559998,1689400,63.842422,7/17/2018,TSN,-0.004555079,-0.004555162
55,65.550003,65.559998,64.290001,64.5,2743100,62.810192,7/18/2018,TSN,-0.016168403,-0.016168365
56,64.5,65.18,64.379997,64.900002,1353000,63.199718,7/19/2018,TSN,0.006201637,0.006201581
57,64.629997,64.809998,64.019997,64.120003,2131700,62.440147,7/20/2018,TSN,-0.012018582,-0.012018474
58,64.209999,64.459999,63.150002,63.560001,3020900,61.894817,7/23/2018,TSN,-0.008733644,-0.008733655
59,63.290001,63.419998,62.68,63.099998,2916900,61.446869,7/24/2018,TSN,-0.007237246,-0.007237303
60,63.02,63.169998,62.060001,62.619999,3242300,60.979443,7/25/2018,TSN,-0.007606995,-0.007606957
61,63.200001,63.849998,62.939999,63.709999,2631100,62.040886,7/26/2018,TSN,0.017406571,0.01740658
62,63.720001,64.739998,63.490002,63.560001,2373000,61.894817,7/27/2018,TSN,-0.002354399,-0.002354387
63,59.360001,60.650002,58.330002,58.720001,7211000,57.181625,7/30/2018,TSN,-0.076148412,-0.07614852
64,58.57,58.57,56.790001,57.650002,6384200,56.139652,7/31/2018,TSN,-0.018222165,-0.018222054
65,57.93,58.5,57.540001,57.599998,4016100,56.090958,8/1/2018,TSN,-0.000867373,-0.000867372
66,57.380001,57.66,56.939999,57.549999,3581500,56.042271,8/2/2018,TSN,-0.000868001,-0.000868038
67,57.639999,57.950001,57.259998,57.75,3291100,56.23703,8/3/2018,TSN,0.003475216,0.003475256
68,60,60.73,59.150002,59.639999,5487100,58.077515,8/6/2018,TSN,0.03272728,0.032727255
69,59.150002,60.310001,58.5,59.880001,4027500,58.311234,8/7/2018,TSN,0.00402426,0.004024178
70,59.66,60.389999,59.470001,59.549999,2398100,57.989872,8/8/2018,TSN,-0.005511151,-0.005511055
71,59.66,59.970001,59.290001,59.700001,3383000,58.135948,8/9/2018,TSN,0.002518992,0.002518925
72,59.52,60.540001,59.5,60.18,2601400,58.603367,8/10/2018,TSN,0.008040103,0.008040184
73,59.950001,60.279999,59.610001,59.880001,2536400,58.311234,8/13/2018,TSN,-0.004984918,-0.004985028
74,60.189999,60.529999,59.41,59.580002,3371900,58.019089,8/14/2018,TSN,-0.005010098,-0.005010003
75,59.400002,60.169998,59.349998,60,2488000,58.428085,8/15/2018,TSN,0.007049335,0.007049312
76,60.259998,61.07,60.200001,60.959999,2091000,59.362934,8/16/2018,TSN,0.015999994,0.015999983
77,60.880001,62.599998,60.419998,62.400002,4170400,60.765209,8/17/2018,TSN,0.023622064,0.023622097
78,62.509998,63.470001,62.060001,63.400002,3266000,61.73901,8/20/2018,TSN,0.016025634,0.016025641
79,63.400002,63.599998,62.330002,62.91,5330200,61.261845,8/21/2018,TSN,-0.007728744,-0.007728738
80,62.950001,62.950001,62.380001,62.5,2822200,60.862587,8/22/2018,TSN,-0.006517238,-0.006517247
81,62.139999,62.889999,61.669998,62.599998,2801000,60.959965,8/23/2018,TSN,0.001599965,0.001599968
82,62.650002,63.259998,62.110001,63.119999,2954900,61.466343,8/24/2018,TSN,0.00830673,0.008306726
83,63.279999,63.48,62.48,62.84,2454400,61.19368,8/27/2018,TSN,-0.004435972,-0.004435979
84,62.599998,63.16,62.369999,62.459999,3638800,60.823639,8/28/2018,TSN,-0.006047046,-0.00604712
85,62.459999,63.290001,62.43,63.07,1392200,61.417652,8/29/2018,TSN,0.009766154,0.009766267
86,62.939999,63.150002,62.349998,62.549999,1328600,61.202393,8/30/2018,TSN,-0.003504839,-0.008244823
87,62.439999,63.16,62.259998,62.810001,2781900,61.456799,8/31/2018,TSN,0.004156798,0.004156707
88,62.869999,63.150002,62.43,62.75,2006200,61.39809,9/4/2018,TSN,-0.000955289,-0.000955278
89,61.610001,63.02,60.759998,62.5,3466200,61.153473,9/5/2018,TSN,-0.003984114,-0.003984064
90,62.700001,63.610001,62.360001,63.080002,2051000,61.720982,9/6/2018,TSN,0.009280078,0.009280032
91,62.799999,63.400002,62.57,63.27,2269300,61.906883,9/7/2018,TSN,0.003011958,0.003012016
92,63.419998,63.959999,63.27,63.389999,1642000,62.024296,9/10/2018,TSN,0.001896607,0.001896618
93,63.400002,63.759998,62.73,63.529999,1509000,62.161282,9/11/2018,TSN,0.002208586,0.00220855
94,63.470001,63.860001,63.25,63.720001,1871000,62.347187,9/12/2018,TSN,0.002990688,0.002990745
95,64,64.040001,63.279999,63.5,1358900,62.131927,9/13/2018,TSN,-0.003452602,-0.003452621
96,63.369999,63.810001,63,63.400002,1086300,62.034088,9/14/2018,TSN,-0.001574698,-0.001574772
97,62.610001,63.93,62.169998,63.060001,1755400,61.701408,9/17/2018,TSN,-0.005362858,-0.005362792
98,63.259998,63.419998,61.77,62.369999,1689400,61.026276,9/18/2018,TSN,-0.010941922,-0.010941992
99,62.400002,62.630001,61.400002,61.560001,1853000,60.23373,9/19/2018,TSN,-0.012986963,-0.012986981
100,61.779999,62.639999,61.779999,62.310001,2322400,60.967571,9/20/2018,TSN,0.012183224,0.012183236
101,62.380001,62.630001,61.209999,61.240002,4449000,59.92062,9/21/2018,TSN,-0.01717226,-0.017172187
102,61.240002,61.450001,60.860001,60.990002,1911300,59.676006,9/24/2018,TSN,-0.004082301,-0.004082299
103,61.34,61.34,60.349998,60.529999,2038900,59.225918,9/25/2018,TSN,-0.007542194,-0.007542269
104,60.650002,60.849998,59.740002,59.759998,1825800,58.472504,9/26/2018,TSN,-0.012721019,-0.012720982
105,59.310001,60.200001,59.119999,59.790001,1587100,58.501858,9/27/2018,TSN,0.000502014,0.000502058
106,59.889999,60,59.32,59.529999,3098000,58.247456,9/28/2018,TSN,-0.004348614,-0.004348587
107,59.720001,59.919998,58.759998,58.849998,2181800,57.582104,10/1/2018,TSN,-0.011422851,-0.011422829
108,58.970001,59.380001,58.540001,59.029999,3508700,57.758228,10/2/2018,TSN,0.003058659,0.003058641
109,59.25,59.790001,59.09,59.130001,2174100,57.856079,10/3/2018,TSN,0.001694148,0.001694088
110,59.130001,60.099998,58.75,60,2838600,58.707336,10/4/2018,TSN,0.014713354,0.014713326
111,60.23,61.560001,59.880001,61.549999,3088100,60.223938,10/5/2018,TSN,0.025833262,0.025833317
112,61.779999,63.400002,61.66,63.279999,3720800,61.916668,10/8/2018,TSN,0.028107262,0.02810723
113,63.310001,63.540001,62.799999,62.830002,3772900,61.476364,10/9/2018,TSN,-0.007111235,-0.007111204
114,62.98,63.240002,61.25,61.27,2230700,59.949974,10/10/2018,TSN,-0.024828892,-0.024828934
115,61.130001,61.400002,59.66,60.23,3145200,58.932377,10/11/2018,TSN,-0.016974102,-0.016974049
116,60.389999,60.59,59.59,60.290001,1644900,58.991089,10/12/2018,TSN,0.000996261,0.000996198
117,60.290001,61.48,60.049999,61.099998,1855000,59.78363,10/15/2018,TSN,0.013434927,0.013435014
118,61.119999,62.209999,60.759998,62.029999,1377700,60.693596,10/16/2018,TSN,0.015220989,0.015220966
119,62.150002,62.25,61.27,61.970001,1239800,60.634892,10/17/2018,TSN,-0.000967219,-0.000967242
120,62.16,62.880001,61.84,62.41,1941700,61.065411,10/18/2018,TSN,0.007100186,0.007100194
121,62.669998,62.900002,62.25,62.43,1990600,61.08498,10/19/2018,TSN,0.00032046,0.000320461
122,62.560001,63.220001,61.709999,61.830002,1941600,60.49791,10/22/2018,TSN,-0.00961071,-0.009610732
123,61.73,62.580002,61.02,62.150002,1917600,60.811016,10/23/2018,TSN,0.005175485,0.005175481
124,62.150002,62.830002,61.630001,61.709999,2656500,60.380493,10/24/2018,TSN,-0.007079688,-0.007079694
125,61.560001,62.130001,60.950001,61.68,1683800,60.351143,10/25/2018,TSN,-0.000486084,-0.000486129
126,61.630001,61.650002,60.25,60.470001,1746300,59.16721,10/26/2018,TSN,-0.019617408,-0.019617364
127,61.02,62.540001,60.700001,61.560001,2695900,60.23373,10/29/2018,TSN,0.018025525,0.018025467
128,61.869999,62.490002,60.900002,62.099998,2551900,60.762089,10/30/2018,TSN,0.008771813,0.008771881
129,61.880001,61.959999,59.529999,59.919998,3871900,58.629055,10/31/2018,TSN,-0.035104685,-0.035104671
130,59.91,62.509998,59.650002,62.360001,2754700,61.016491,11/1/2018,TSN,0.040721038,0.040721013
131,62.43,62.919998,61.119999,61.560001,2170500,60.23373,11/2/2018,TSN,-0.012828679,-0.012828736
132,61.740002,62.849998,61.57,62.040001,1911600,60.703384,11/5/2018,TSN,0.007797193,0.007797271
133,61.790001,62.93,61.639999,62.02,2660500,60.683815,11/6/2018,TSN,-0.000322371,-0.000322389
134,62.48,62.48,61.43,62.040001,2450600,60.703384,11/7/2018,TSN,0.000322475,0.000322493
135,61.75,62.009998,61.380001,61.5,3176200,60.175018,11/8/2018,TSN,-0.008704062,-0.008704078
136,61.810001,62.240002,61.34,62.080002,3828600,60.742523,11/9/2018,TSN,0.009430907,0.009430927
137,61.860001,63.349998,61.459999,61.610001,2919200,60.282646,11/12/2018,TSN,-0.007570924,-0.007570892
138,59.049999,59.990002,57.009998,58.169998,7845900,56.916756,11/13/2018,TSN,-0.05583514,-0.055835139
139,58.290001,59.959999,57.759998,58.759998,4482600,57.494049,11/14/2018,TSN,0.01014276,0.010142686
140,58.400002,59.310001,57.77,59.029999,2699100,57.758228,11/15/2018,TSN,0.004594893,0.00459498
141,59.080002,60.380001,58.689999,60.220001,2391600,58.922592,11/16/2018,TSN,0.020159275,0.020159275
142,60.23,60.490002,59.209999,59.419998,2435500,58.139828,11/19/2018,TSN,-0.013284616,-0.013284673
143,59.459999,60.380001,58.709999,58.82,2232600,57.552753,11/20/2018,TSN,-0.010097639,-0.010097577
144,58.900002,59.400002,58.599998,58.91,1632700,57.640816,11/21/2018,TSN,0.001530127,0.001530092
145,58.720001,59.169998,58.43,58.889999,593900,57.621246,11/23/2018,TSN,-0.000339516,-0.000339518
146,59.200001,59.5,58.869999,59.459999,1300100,58.178967,11/26/2018,TSN,0.009679086,0.009679063
147,59.259998,59.310001,58.119999,58.34,1988200,57.083096,11/27/2018,TSN,-0.018836206,-0.018836176
148,58.139999,58.360001,56.720001,56.990002,4299900,55.762188,11/28/2018,TSN,-0.02314009,-0.023140178
149,56.82,57.73,56.360001,57.720001,3968400,56.850544,11/29/2018,TSN,0.019517814,0.012809247
150,57.849998,58.970001,57.790001,58.950001,3247100,58.062008,11/30/2018,TSN,0.021309629,0.021309771
151,58.700001,60.34,58.700001,60.27,3193900,59.362129,12/3/2018,TSN,0.02239194,0.02239184
152,60.080002,60.400002,57.810001,58.240002,4349700,57.362709,12/4/2018,TSN,-0.033681743,-0.033681732
153,58.25,58.75,56.82,57.900002,2480000,57.027828,12/6/2018,TSN,-0.005837957,-0.005837912
154,57.619999,57.93,55.869999,56.209999,2957300,55.363285,12/7/2018,TSN,-0.029188259,-0.029188306
155,56.240002,56.369999,54.48,55.41,3493400,54.575333,12/10/2018,TSN,-0.014232392,-0.014232325
156,55.599998,56.740002,55.540001,55.799999,2365400,54.959457,12/11/2018,TSN,0.007038418,0.007038423
157,56.360001,56.66,55.650002,55.68,3074200,54.84127,12/12/2018,TSN,-0.00215044,-0.00215052
158,55.669998,56.299999,55.459999,56.080002,4136400,55.235245,12/13/2018,TSN,0.007183915,0.007183944
159,55.619999,56.02,55.169998,55.299999,2517300,54.466991,12/14/2018,TSN,-0.013908764,-0.013908755
160,55.220001,55.369999,53.060001,53.470001,3870800,52.664558,12/17/2018,TSN,-0.033092208,-0.033092189
161,53.5,54.040001,52.150002,52.380001,4200100,51.590981,12/18/2018,TSN,-0.02038519,-0.020385262
162,52.689999,54.5,52.52,52.669998,4529700,51.876606,12/19/2018,TSN,0.005536336,0.005536407
163,52.529999,53.900002,51.849998,53.34,3525000,52.536518,12/20/2018,TSN,0.012720801,0.012720752
164,53.34,54.48,51.73,51.73,4343200,50.950768,12/21/2018,TSN,-0.030183767,-0.030183727
165,51.810001,52,50.330002,50.75,1413100,49.985531,12/24/2018,TSN,-0.018944503,-0.01894452
166,50.959999,52.080002,49.77,52.060001,2820000,51.275799,12/26/2018,TSN,0.02581283,0.025812828
167,51.73,52.490002,50.799999,52.490002,2340100,51.699322,12/27/2018,TSN,0.008259706,0.008259719
168,52.450001,52.93,51.939999,52.34,3178700,51.551579,12/28/2018,TSN,-0.002857736,-0.002857725
169,52.560001,53.43,52.43,53.400002,2366000,52.595612,12/31/2018,TSN,0.020252202,0.020252235
170,53.040001,53.93,52.82,53.349998,2122600,52.546364,1/2/2019,TSN,-0.000936352,-0.000936404
171,52.98,54.790001,52.98,54.490002,3135800,53.669197,1/3/2019,TSN,0.021368424,0.021368398
172,54.790001,56.040001,54.669998,55.16,5558900,54.329102,1/4/2019,TSN,0.012295787,0.012295797
173,54.900002,56.77,54.669998,56.049999,3740100,55.205696,1/7/2019,TSN,0.016134888,0.016134862
174,56.34,57.619999,55.98,57.549999,2976200,56.683098,1/8/2019,TSN,0.026761767,0.02676182
175,57.34,57.389999,56.349998,56.549999,3440600,55.698158,1/9/2019,TSN,-0.017376256,-0.017376195
176,56.669998,58.029999,56.59,57.560001,2440200,56.692951,1/10/2019,TSN,0.017860429,0.017860336
177,57.740002,58.330002,57.360001,57.830002,1390300,56.958885,1/11/2019,TSN,0.004690777,0.004690775
178,57.75,58.150002,57.09,57.77,2027700,56.899788,1/14/2019,TSN,-0.001037538,-0.001037558
179,58.09,58.68,57.59,58.59,1495400,57.707432,1/15/2019,TSN,0.014194148,0.014194218
180,58.48,59.07,58.439999,58.5,2189600,57.61879,1/16/2019,TSN,-0.001536059,-0.001536098
181,58.610001,59.41,58.360001,59.389999,2313800,58.495384,1/17/2019,TSN,0.015213683,0.015213658
182,60.299999,61.470001,60.150002,60.959999,3630200,60.041733,1/18/2019,TSN,0.026435402,0.026435427
183,60.900002,60.900002,59.700001,60.07,3158700,59.165142,1/22/2019,TSN,-0.014599695,-0.014599721
184,60.18,60.860001,59.73,60.5,2235600,59.588665,1/23/2019,TSN,0.00715832,0.007158315
185,60.060001,60.650002,59.68,60.09,1648600,59.184841,1/24/2019,TSN,-0.006776859,-0.00677686
186,60.450001,60.990002,60.09,60.720001,3254700,59.805347,1/25/2019,TSN,0.010484205,0.01048429
187,60.639999,61.830002,60.470001,61.799999,2313900,60.86908,1/28/2019,TSN,0.017786587,0.017786528
188,61.689999,61.900002,61.16,61.779999,1355400,60.84938,1/29/2019,TSN,-0.000323645,-0.000323625
189,61.82,62.48,61.200001,62.16,2194800,61.22366,1/30/2019,TSN,0.006150925,0.006150874
190,62.259998,62.560001,61.209999,61.919998,5050600,60.98727,1/31/2019,TSN,-0.003861089,-0.003861036
191,62.150002,62.459999,61.459999,61.919998,2046300,60.98727,2/1/2019,TSN,0,0
192,62.060001,62.23,61.540001,61.779999,1507600,60.84938,2/4/2019,TSN,-0.002260964,-0.002260966
193,61.900002,61.950001,60.549999,61.689999,4069100,60.760735,2/5/2019,TSN,-0.001456794,-0.001456782
194,61.740002,61.98,60.799999,60.900002,2950300,59.982635,2/6/2019,TSN,-0.012805968,-0.012805917
195,60.310001,61.860001,58.200001,60.119999,5132600,59.21439,2/7/2019,TSN,-0.01280779,-0.012807931
196,59.57,60.130001,58.490002,59.290001,5437500,58.396889,2/8/2019,TSN,-0.013805783,-0.013805689
197,59.209999,60.240002,58.889999,59.43,3582300,58.534779,2/11/2019,TSN,0.002361256,0.002361258
198,59.700001,61.700001,59.599998,61.380001,3243500,60.45541,2/12/2019,TSN,0.032811792,0.032811728
199,61.450001,61.66,60.41,60.689999,2326400,59.775799,2/13/2019,TSN,-0.011241525,-0.011241479
200,60.459999,61.630001,60.290001,61.18,2304300,60.258423,2/14/2019,TSN,0.008073903,0.008073834
201,61.639999,62.959999,61.52,62.610001,3170000,61.666878,2/15/2019,TSN,0.023373579,0.023373668
202,62.459999,63.549999,62.200001,62.939999,3840900,61.991905,2/19/2019,TSN,0.00527069,0.005270691
203,62.93,63.93,62.799999,63.599998,2754500,62.641964,2/20/2019,TSN,0.010486192,0.010486162
204,63.41,63.639999,62.279999,63.060001,2858600,62.110104,2/21/2019,TSN,-0.008490475,-0.008490519
205,62.34,63.369999,62.099998,63.32,2841100,62.366184,2/22/2019,TSN,0.004123001,0.004123041
206,63.66,63.700001,61.900002,62.32,2893100,61.381248,2/25/2019,TSN,-0.015792789,-0.015792798
207,62.450001,63.400002,61.759998,61.77,2915700,60.839531,2/26/2019,TSN,-0.008825448,-0.008825417
208,61.549999,61.810001,60.990002,61.650002,2937700,60.72134,2/27/2019,TSN,-0.001942668,-0.001942658
209,61.52,61.849998,61.130001,61.66,2450800,61.102859,2/28/2019,TSN,0.006283112,0.000162174
210,61.799999,62.560001,61.799999,62.189999,3865100,61.628071,3/1/2019,TSN,0.008595539,0.008595508
211,62.419998,62.720001,61.540001,62.259998,3881800,61.697437,3/4/2019,TSN,0.001125559,0.001125567
212,62.549999,64.290001,62.23,63.970001,3535100,63.391991,3/5/2019,TSN,0.027465549,0.027465516
213,64.07,64.279999,63.369999,63.540001,2525900,62.965874,3/6/2019,TSN,-0.006721937,-0.006721901
214,63.490002,64.379997,63.060001,64.110001,3891200,63.530724,3/7/2019,TSN,0.008970732,0.008970727
215,63.990002,64.290001,62.580002,62.779999,3164300,62.212738,3/8/2019,TSN,-0.020745647,-0.020745624
216,62.779999,64.230003,62.599998,64.220001,2505900,63.639729,3/11/2019,TSN,0.02293728,0.022937273
217,64.309998,64.43,63.540001,63.810001,2554100,63.233437,3/12/2019,TSN,-0.006384251,-0.006384304
218,64,64.889999,63.860001,64.440002,2005300,63.857738,3/13/2019,TSN,0.009872957,0.009873076
219,64.349998,64.940002,64.349998,64.879997,2115200,64.293762,3/14/2019,TSN,0.006828053,0.006827979
220,64.970001,65.989998,64.709999,65.220001,4769600,64.630692,3/15/2019,TSN,0.005240477,0.005240506
221,65.220001,65.93,65.050003,65.330002,2373100,64.7397,3/18/2019,TSN,0.001686629,0.001686615
222,65.349998,65.949997,65.260002,65.769997,2855200,65.175713,3/19/2019,TSN,0.006734863,0.006734961
223,65.709999,65.82,64.470001,64.879997,4015300,64.293762,3/20/2019,TSN,-0.013531896,-0.013532006
224,64.980003,66.940002,64.849998,66.519997,2932400,65.918945,3/21/2019,TSN,0.02527746,0.025277436
225,66.599998,66.989998,66.07,66.610001,1502600,66.008133,3/22/2019,TSN,0.001352995,0.001353037
226,66.540001,67.970001,66.080002,67.459999,3137600,66.850456,3/25/2019,TSN,0.012760897,0.012760817
227,67.75,68.25,67.349998,67.849998,1736900,67.236923,3/26/2019,TSN,0.005781068,0.005781189
228,67.93,68.419998,67.230003,68,1824900,67.385574,3/27/2019,TSN,0.002210854,0.002210789
229,68.07,69.260002,68.07,68.889999,2315000,68.267532,3/28/2019,TSN,0.013088232,0.013088221
230,68.989998,69.540001,68.559998,69.43,2215900,68.80265,3/29/2019,TSN,0.007838543,0.007838598
231,69.5,69.709999,68.760002,69.699997,2775400,69.070206,4/1/2019,TSN,0.003888746,0.003888766
232,69.879997,70.050003,69.25,69.260002,2653400,68.634193,4/2/2019,TSN,-0.006312606,-0.006312698
233,69.260002,69.68,68.709999,68.93,2547700,68.307167,4/3/2019,TSN,-0.004764768,-0.004764684
234,69.040001,70.389999,68.629997,70.029999,2401500,69.397232,4/4/2019,TSN,0.015958282,0.015958204
235,70.099998,70.25,69.519997,69.800003,2063600,69.169312,4/5/2019,TSN,-0.003284281,-0.00328425
236,69.839996,70.580002,69.629997,70.440002,1932400,69.803528,4/8/2019,TSN,0.009169037,0.00916904
237,70.199997,70.449997,69.389999,69.57,1818600,68.941391,4/9/2019,TSN,-0.012350909,-0.012350965
238,69.68,70.809998,69.43,70.650002,1488100,70.011627,4/10/2019,TSN,0.015523853,0.015523961
239,70.75,71.330002,70.690002,71.169998,1423100,70.526932,4/11/2019,TSN,0.007360277,0.00736017
240,70.970001,71.260002,70.269997,70.839996,3212800,70.199913,4/12/2019,TSN,-0.004636796,-0.004636813
241,70.800003,71.550003,70.599998,71.410004,1814200,70.764763,4/15/2019,TSN,0.008046306,0.008046415
242,71.480003,72.230003,71.269997,72.059998,1777800,71.408882,4/16/2019,TSN,0.009102256,0.009102282
243,72.540001,74.029999,72.459999,73.279999,2771700,72.617859,4/17/2019,TSN,0.016930345,0.01693035
244,73.43,73.980003,73.040001,73.489998,2033200,72.825966,4/18/2019,TSN,0.002865783,0.002865707
245,73.489998,73.629997,72.629997,72.849998,2351900,72.19175,4/22/2019,TSN,-0.008708652,-0.008708668
246,72.959999,74.809998,72.959999,74.449997,3630100,73.77729,4/23/2019,TSN,0.021962897,0.021962924
247,74.510002,74.879997,72.5,73.760002,3742100,73.093529,4/24/2019,TSN,-0.009267906,-0.009267898
248,73.559998,73.970001,73.279999,73.620003,1529900,72.954796,4/25/2019,TSN,-0.00189802,-0.001898034
249,73.760002,74.25,73.25,74.160004,1953100,73.489914,4/26/2019,TSN,0.007334926,0.007334977
250,74.019997,74.489998,73.68,74.199997,1601600,73.529556,4/29/2019,TSN,0.000539421,0.00053928
251,74.370003,75.400002,73.809998,75.010002,2854800,74.332237,4/30/2019,TSN,0.01091644,0.01091651
252,75,75.550003,74.639999,74.800003,2403400,74.124138,5/1/2019,TSN,-0.002799579,-0.002799613
253,74.949997,75.589996,74.559998,75.120003,1781100,74.441246,5/2/2019,TSN,0.004278067,0.004278075
254,75.25,75.699997,74.639999,75.089996,3075200,74.411507,5/3/2019,TSN,-0.000399496,-0.000399454
255,74.790001,77.470001,74.550003,77.050003,4517000,76.353806,5/6/2019,TSN,0.026102132,0.026102106
256,77.139999,77.629997,75.970001,76.849998,3468500,76.155609,5/7/2019,TSN,-0.002595771,-0.002595782
257,76.919998,78.150002,76.190002,77.489998,3491800,76.789825,5/8/2019,TSN,0.008327896,0.008327912
258,77.330002,78.07,76.510002,77.940002,2663300,77.235764,5/9/2019,TSN,0.005807267,0.005807253
